,Perfil,ID_Func,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise Ambiente,Análise Envolvimento,Análise Trabalho,Análise Relacionamento,Análise Balanço Vida-Profissão
1390,Perfil 4,1390,28,Sim,P & D,Pos_Graduado,Tech,Alta,Masculino,Médio,Tecnico_Lab,Muito Alta,Divorciado,2367,Baixo,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1391,Perfil 3,1391,38,Não,Vendas,Pos_Graduado,Biologia,Baixa,Masculino,Médio,Repres_Vendas,Baixa,Solteiro,2858,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1392,Perfil 2,1392,35,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,5204,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1393,Perfil 4,1393,27,Não,Vendas,Pos_Graduado,Marketing,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4105,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1394,Perfil 4,1394,32,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Médio,Diretor_Manufatura,Muito Alta,Solteiro,9679,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1395,Perfil 3,1395,31,Sim,Vendas,Mestrado,Marketing,Baixa,Masculino,Alto,Executivo_Vendas,Muito Alta,Casado,5617,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1396,Perfil 3,1396,53,Sim,Vendas,Mestrado,Biologia,Baixa,Masculino,Alto,Executivo_Vendas,Baixa,Solteiro,10448,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1397,Perfil 3,1397,54,Não,P & D,Faculdade,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Casado,2897,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1398,Perfil 2,1398,33,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Repres_Saúde,Alta,Divorciado,5968,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1399,Perfil 3,1399,43,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Alta,Casado,7510,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1400,Perfil 4,1400,38,Não,RH,Mestrado,Outros,Muito Alta,Masculino,Alto,Human Resources,Média,Casado,2991,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1401,Perfil 4,1401,55,Não,RH,Mestrado,Recursos_Humanos,Alta,Masculino,Muito Alto,Gerente,Média,Casado,19636,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1402,Perfil 5,1402,31,Não,P & D,Ensino_Mèdio,Médico,Muito Alta,Feminino,Baixo,Tecnico_Lab,Muito Alta,Divorciado,1129,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1403,Perfil 4,1403,39,Não,Vendas,Mestrado,Marketing,Média,Masculino,Alto,Executivo_Vendas,Baixa,Solteiro,13341,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1404,Perfil 2,1404,42,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Médio,Pesquisa_Cientifica,Alta,Solteiro,4332,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1405,Perfil 2,1405,31,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Diretor_Pesquisa,Alta,Casado,11031,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1406,Perfil 6,1406,54,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Baixa,Solteiro,4440,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1407,Perfil 5,1407,24,Não,P & D,Faculdade,Biologia,Média,Masculino,Médio,Repres_Saúde,Alta,Solteiro,4617,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1408,Perfil 2,1408,23,Não,P & D,Faculdade,Outros,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2647,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1409,Perfil 4,1409,40,Não,P & D,Pos_Graduado,Tech,Muito Alta,Feminino,Alto,Tecnico_Lab,Alta,Casado,6323,Baixo,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1410,Perfil 3,1410,40,Não,Vendas,Faculdade,Marketing,Média,Feminino,Alto,Executivo_Vendas,Média,Casado,5677,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1411,Perfil 6,1411,25,Não,RH,Pos_Graduado,Recursos_Humanos,Alta,Feminino,Alto,Human Resources,Média,Casado,2187,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1412,Perfil 1,1412,30,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Média,Casado,3748,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1413,Perfil 1,1413,25,Não,P & D,Ensino_Mèdio,Outros,Muito Alta,Masculino,Alto,Tecnico_Lab,Alta,Divorciado,3977,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1414,Perfil 3,1414,47,Não,P & D,Pos_Graduado,Médico,Baixa,Masculino,Alto,Repres_Saúde,Alta,Solteiro,8633,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1415,Perfil 5,1415,33,Não,P & D,Faculdade,Médico,Média,Masculino,Médio,Tecnico_Lab,Alta,Divorciado,2008,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1416,Perfil 4,1416,38,Não,Vendas,Mestrado,Biologia,Muito Alta,Masculino,Alto,Executivo_Vendas,Média,Casado,4440,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1417,Perfil 3,1417,31,Não,Vendas,Faculdade,Biologia,Baixa,Masculino,Alto,Repres_Vendas,Alta,Casado,3067,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1418,Perfil 5,1418,38,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Médio,Diretor_Manufatura,Alta,Casado,5321,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1419,Perfil 6,1419,42,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,5410,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1420,Perfil 4,1420,41,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,2782,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1421,Perfil 1,1421,47,Não,P & D,Ensino_Mèdio,Médico,Alta,Feminino,Alto,Diretor_Pesquisa,Média,Casado,11957,Baixo,Baixa,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1422,Perfil 2,1422,35,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Alta,Casado,2660,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1423,Perfil 2,1423,22,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Solteiro,3375,Muito Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1424,Perfil 3,1424,35,Não,P & D,Mestrado,Médico,Média,Masculino,Alto,Pesquisa_Cientifica,Alta,Solteiro,5098,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1425,Perfil 4,1425,33,Não,P & D,Faculdade,Médico,Média,Feminino,Alto,Repres_Saúde,Muito Alta,Casado,4878,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1426,Perfil 6,1426,32,Não,P & D,Mestrado,Biologia,Alta,Feminino,Médio,Tecnico_Lab,Média,Solteiro,2837,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1427,Perfil 3,1427,40,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2406,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1428,Perfil 5,1428,32,Não,Vendas,Mestrado,Médico,Média,Masculino,Médio,Repres_Vendas,Média,Casado,2269,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1429,Perfil 3,1429,39,Não,P & D,Ensino_Mèdio,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,4108,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1430,Perfil 5,1430,38,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Baixo,Diretor_Pesquisa,Alta,Casado,13206,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1431,Perfil 2,1431,32,Não,Vendas,Mestrado,Marketing,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,10422,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1432,Perfil 4,1432,37,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Muito Alto,Diretor_Pesquisa,Muito Alta,Casado,13744,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1433,Perfil 3,1433,25,Não,Vendas,Faculdade,Outros,Baixa,Feminino,Alto,Executivo_Vendas,Alta,Divorciado,4907,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1434,Perfil 3,1434,52,Não,Vendas,Mestrado,Biologia,Baixa,Masculino,Alto,Repres_Vendas,Muito Alta,Divorciado,3482,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1435,Perfil 2,1435,44,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2436,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1436,Perfil 6,1436,21,Não,Vendas,Ensino_Mèdio,Médico,Alta,Masculino,Alto,Repres_Vendas,Baixa,Solteiro,2380,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1437,Perfil 1,1437,39,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Gerente,Muito Alta,Solteiro,19431,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1438,Perfil 4,1438,23,Sim,Vendas,Pos_Graduado,Marketing,Muito Alta,Masculino,Alto,Repres_Vendas,Baixa,Casado,1790,Baixo,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1439,Perfil 5,1439,36,Não,Vendas,Pos_Graduado,Médico,Baixa,Feminino,Médio,Executivo_Vendas,Muito Alta,Casado,7644,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1440,Perfil 4,1440,36,Não,P & D,Faculdade,Biologia,Muito Alta,Feminino,Alto,Diretor_Manufatura,Média,Divorciado,5131,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1441,Perfil 4,1441,56,Não,P & D,Mestrado,Biologia,Alta,Masculino,Alto,Repres_Saúde,Alta,Divorciado,6306,Baixo,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1442,Perfil 3,1442,29,Sim,P & D,Mestrado,Médico,Baixa,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,4787,Médio,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1443,Perfil 3,1443,42,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Gerente,Alta,Casado,18880,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1444,Perfil 1,1444,56,Sim,P & D,Faculdade,Tech,Muito Alta,Masculino,Alto,Tecnico_Lab,Alta,Casado,2339,Muito Alto,Baixa,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1445,Perfil 3,1445,41,Não,P & D,Mestrado,Biologia,Baixa,Feminino,Médio,Diretor_Manufatura,Média,Casado,13570,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1446,Perfil 2,1446,34,Não,Vendas,Pos_Graduado,Marketing,Muito Alta,Feminino,Médio,Executivo_Vendas,Alta,Casado,6712,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1447,Perfil 5,1447,36,Não,Vendas,Mestrado,Marketing,Muito Alta,Masculino,Baixo,Executivo_Vendas,Muito Alta,Divorciado,5406,Baixo,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1448,Perfil 6,1448,41,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Médio,Executivo_Vendas,Média,Divorciado,8938,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1449,Perfil 6,1449,32,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Solteiro,2439,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
